User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level
2101.0,92.23,95.39,9633.0,6.49,Highly Active,2.0
2753.0,63.35,100.0,766.0,6.39,Sedentary,8.0
2836.0,117.71,99.31,10507.0,6.19,Highly Active,9.0
4994.0,81.05,97.06,7299.0,7.96,Active,5.0
4144.0,74.67,97.72,29377.0,5.67,Sedentary,6.0
3296.0,40.75,97.08,6946.0,6.71,Active,8.0
3094.0,70.71,99.46,20580.0,4.75,Highly Active,4.0
2144.0,68.5,98.58,9529.0,6.35,Sedentary,6.0
3261.0,207.1,99.65,2868.0,7.22,Active,7.0
3286.0,78.39,99.15,889.0,7.97,Sedentary,7.0
2079.0,71.84,96.77,23224.0,7.63,Highly Active,6.0
3397.0,96.02,98.28,522.0,6.03,Highly Active,6.0
1106.0,81.53,99.65,25869.0,5.72,Active,6.0
3878.0,82.26,99.47,2532.0,9.1,Highly Active,2.0
1047.0,82.26,99.3,13778.0,6.54,Sedentary,9.0
4644.0,55.67,97.54,5657.0,4.8,Highly Active,7.0
1336.0,78.03,100.0,17060.0,5.62,Sedentary,2.0
2049.0,78.55,98.67,3893.0,3.56,Sedentary,1.0
3851.0,58.14,100.0,13271.0,4.06,Highly Active,6.0
2280.0,88.29,95.64,1906.0,5.71,Highly Active,2.0
3055.0,44.44,97.4,4401.0,5.31,Sedentary,5.0
1624.0,112.8,97.65,13109.0,5.47,Sedentary,10.0
2890.0,74.44,99.66,882.0,7.66,Sedentary,6.0
1798.0,62.17,96.43,9130.0,7.81,Sedentary,8.0
2715.0,84.27,96.41,4020.0,4.75,Highly Active,4.0
3766.0,84.39,99.91,5040.0,9.34,Sedentary,3.0
1302.0,84.39,97.7,6056.0,6.65,Highly Active,4.0
1638.0,101.73,99.13,2257.0,6.51,Active,10.0
1055.0,55.05,96.34,709.0,5.31,Highly Active,7.0
1725.0,70.95,99.4,132.0,6.05,Sedentary,4.0
1525.0,61.36,99.7,3946.0,9.54,Sedentary,4.0
1473.0,86.13,100.0,2192.0,4.88,Highly Active,3.0
1027.0,86.13,95.99,7015.0,6.9,Highly Active,7.0
3125.0,55.25,95.61,8810.0,5.69,Sedentary,6.0
4287.0,74.05,97.81,4905.0,3.79,Sedentary,1.0
4457.0,65.52,100.0,6754.0,4.2,Active,9.0
1364.0,87.67,96.21,5759.0,7.42,Highly Active,5.0
3713.0,81.14,95.84,32.0,3.92,Active,5.0
1525.0,92.64,97.0,12903.0,4.65,Highly Active,3.0
3746.0,68.68,98.37,430.0,7.73,Sedentary,8.0
2335.0,73.25,98.23,3697.0,7.55,Sedentary,6.0
1882.0,80.91,96.22,824.0,6.59,Active,10.0
2030.0,70.93,96.53,7599.0,4.73,Sedentary,4.0
2026.0,79.49,97.81,2757.0,4.73,Highly Active,10.0
2646.0,94.05,96.51,517.0,4.51,Sedentary,2.0
1918.0,107.0,95.89,325.0,6.3,Active,4.0
3797.0,67.68,99.06,1895.0,7.46,Highly Active,1.0
3410.0,107.21,96.84,7703.0,5.86,Active,1.0
2774.0,67.47,97.0,8866.0,7.83,Active,8.0
2531.0,88.03,97.31,962.0,8.92,Active,4.0
4345.0,67.58,98.58,1049.0,7.09,Sedentary,9.0
4577.0,59.56,98.11,6296.0,4.62,Highly Active,6.0
3853.0,93.34,96.88,22069.0,6.63,Sedentary,10.0
3786.0,93.34,97.71,5635.0,8.53,Sedentary,4.0
2906.0,94.26,97.58,8707.0,5.55,Sedentary,9.0
4086.0,86.28,100.0,5997.0,5.51,Active,10.0
2215.0,81.17,97.96,775.0,8.21,Sedentary,1.0
2654.0,83.27,96.36,775.0,4.35,Sedentary,4.0
1484.0,91.33,96.36,523.0,6.5,Sedentary,7.0
3075.0,88.9,99.89,9986.0,5.57,Active,3.0
1713.0,68.93,97.83,27161.0,5.85,Active,10.0
2062.0,81.34,98.64,2689.0,9.06,Active,10.0
2976.0,97.51,99.56,1318.0,5.78,Active,10.0
2296.0,75.68,96.49,5846.0,6.68,Sedentary,4.0
2254.0,67.59,96.45,11095.0,8.05,Highly Active,9.0
3133.0,65.68,98.12,20897.0,4.58,Highly Active,10.0
4545.0,87.74,100.0,8282.0,7.75,Highly Active,4.0
1125.0,71.39,96.56,2865.0,5.83,Sedentary,4.0
3859.0,80.43,96.95,4773.0,4.58,Sedentary,10.0
1536.0,70.68,99.67,10025.0,5.76,Highly Active,10.0
3192.0,92.61,99.19,10856.0,6.59,Active,2.0
4596.0,77.25,97.0,541.0,6.86,Sedentary,2.0
4283.0,96.42,94.83,6659.0,5.38,Active,4.0
3072.0,95.87,94.83,23958.0,6.18,Sedentary,2.0
2603.0,73.68,100.0,10768.0,4.41,Sedentary,2.0
4465.0,73.68,97.11,51.0,6.5,Highly Active,6.0
1066.0,69.93,99.62,1784.0,4.46,Active,4.0
1232.0,78.99,95.79,4122.0,6.38,Sedentary,10.0
3156.0,63.3,99.68,8576.0,5.24,Highly Active,3.0
2169.0,83.9,99.77,5672.0,9.61,Active,4.0
3158.0,79.52,98.06,563.0,7.07,Highly Active,7.0
3275.0,82.71,100.0,9383.0,4.06,Highly Active,7.0
1110.0,54.6,97.78,12772.0,5.38,Active,3.0
2493.0,45.16,100.0,1613.0,7.55,Active,9.0
3081.0,58.01,97.76,489.0,6.87,Active,10.0
1622.0,82.49,97.33,10957.0,4.14,Highly Active,2.0
2489.0,85.1,98.66,7160.0,5.32,Active,2.0
4440.0,91.94,95.6,11390.0,7.46,Sedentary,3.0
3795.0,68.93,98.48,5853.0,7.06,Sedentary,6.0
3642.0,78.13,96.36,3917.0,7.36,Sedentary,6.0
4625.0,64.48,99.94,23093.0,6.08,Highly Active,7.0
3472.0,95.51,99.78,10598.0,5.22,Sedentary,7.0
3660.0,64.36,96.48,3716.0,4.59,Active,1.0
2541.0,92.68,97.11,16665.0,7.92,Highly Active,7.0
3739.0,71.23,99.94,35251.0,9.42,Highly Active,1.0
2305.0,98.63,100.0,2580.0,6.92,Highly Active,3.0
4391.0,98.63,98.02,15610.0,7.9,Sedentary,4.0
2761.0,77.42,98.02,325.0,5.3,Active,6.0
4514.0,63.69,99.51,1689.0,6.47,Sedentary,4.0
3910.0,107.51,99.52,1228.0,6.41,Highly Active,4.0
3362.0,89.86,99.52,3087.0,7.08,Sedentary,6.0
1876.0,82.68,96.18,5789.0,6.62,Active,4.0
2989.0,78.59,100.0,8910.0,6.5,Highly Active,6.0
4812.0,65.09,96.43,16317.0,7.7,Sedentary,10.0
4448.0,85.1,97.58,1208.0,8.45,Active,3.0
2312.0,74.0,100.0,6044.0,6.91,Active,8.0
2460.0,75.86,97.02,5663.0,3.31,Active,6.0
3709.0,88.36,98.27,4294.0,7.17,Sedentary,9.0
3324.0,88.36,98.84,8303.0,8.14,Sedentary,2.0
2733.0,75.27,100.0,5042.0,8.59,Sedentary,5.0
2605.0,75.27,99.23,5593.0,6.4,Highly Active,10.0
2526.0,62.72,96.97,16355.0,4.35,Sedentary,9.0
3671.0,50.18,98.02,13776.0,6.07,Sedentary,6.0
3563.0,63.06,97.55,6028.0,4.33,Sedentary,6.0
4421.0,77.28,99.81,1189.0,8.43,Sedentary,7.0
3890.0,85.42,97.91,22308.0,7.18,Active,7.0
4517.0,63.84,98.44,6823.0,5.73,Active,5.0
4901.0,130.31,97.04,11533.0,6.5,Sedentary,8.0
3397.0,77.73,100.0,396.0,8.7,Highly Active,6.0
2630.0,77.28,96.35,15899.0,7.68,Highly Active,4.0
4735.0,55.66,100.0,8278.0,9.5,Active,1.0
3870.0,53.36,97.64,8096.0,5.17,Sedentary,9.0
2160.0,48.25,99.83,817.0,7.96,Active,6.0
1758.0,95.57,98.24,8735.0,4.31,Sedentary,5.0
3946.0,93.19,95.62,558.0,9.34,Highly Active,3.0
1242.0,74.98,97.03,558.0,7.59,Active,6.0
3590.0,56.78,100.0,2755.0,5.94,Highly Active,8.0
2063.0,70.84,95.9,164.0,4.77,Sedentary,5.0
3595.0,67.44,95.9,9066.0,6.11,Highly Active,8.0
1919.0,61.47,98.01,12610.0,6.82,Active,4.0
2246.0,69.28,96.04,1385.0,6.47,Highly Active,8.0
1005.0,70.61,98.12,12133.0,5.55,Highly Active,6.0
4393.0,86.07,99.18,4585.0,8.24,Active,10.0
1467.0,41.89,99.26,22173.0,3.95,Sedentary,5.0
2755.0,77.54,98.75,1050.0,7.36,Sedentary,1.0
1074.0,64.55,100.0,385.0,6.78,Active,2.0
1003.0,66.97,100.0,13054.0,6.49,Active,7.0
2870.0,86.32,96.09,3146.0,7.45,Active,2.0
1645.0,86.32,99.25,4277.0,5.5,Highly Active,10.0
1117.0,77.7,99.14,5019.0,5.35,Highly Active,3.0
2629.0,83.69,96.9,553.0,5.71,Active,3.0
3551.0,85.6,94.75,5607.0,6.14,Sedentary,9.0
3021.0,83.58,96.9,3942.0,7.58,Sedentary,9.0
1946.0,85.79,99.29,2912.0,6.67,Active,7.0
3621.0,61.79,100.0,2995.0,6.54,Highly Active,5.0
2464.0,95.49,100.0,18649.0,6.85,Highly Active,2.0
1193.0,57.23,100.0,2185.0,6.5,Highly Active,5.0
1846.0,80.56,98.82,4244.0,7.86,Highly Active,5.0
3762.0,64.79,100.0,4752.0,7.35,Sedentary,2.0
2415.0,49.23,100.0,8907.0,6.51,Highly Active,9.0
4097.0,49.23,96.88,5123.0,4.8,Highly Active,5.0
2458.0,73.22,97.75,6796.0,8.46,Active,9.0
3220.0,95.8,99.39,3562.0,7.5,Sedentary,8.0
4371.0,102.3,95.3,8876.0,7.35,Sedentary,9.0
2668.0,73.06,98.78,4390.0,9.05,Sedentary,6.0
3373.0,54.16,98.88,1764.0,7.54,Sedentary,8.0
2433.0,55.41,99.47,11885.0,6.43,Sedentary,3.0
2141.0,86.58,99.75,10151.0,5.73,Active,3.0
3883.0,85.62,97.32,6912.0,5.68,Active,10.0
2810.0,65.89,98.88,5166.0,6.91,Highly Active,9.0
1723.0,57.39,97.17,1637.0,7.95,Highly Active,1.0
1224.0,89.88,99.92,14193.0,7.97,Highly Active,5.0
1531.0,56.58,98.41,716.0,4.43,Highly Active,3.0
1112.0,68.34,99.94,3382.0,7.89,Sedentary,5.0
3187.0,68.34,94.36,13400.0,6.06,Highly Active,5.0
1558.0,44.99,95.42,6337.0,5.62,Highly Active,6.0
3048.0,89.3,98.64,4042.0,7.05,Active,8.0
3137.0,110.7,95.49,10970.0,7.68,Sedentary,1.0
1653.0,76.71,100.0,31904.0,4.65,Highly Active,8.0
1319.0,74.48,100.0,1465.0,6.83,Sedentary,5.0
2573.0,75.66,98.92,364.0,4.07,Highly Active,8.0
2828.0,78.37,97.37,4352.0,7.69,Sedentary,2.0
2917.0,64.05,97.3,2372.0,4.84,Sedentary,5.0
1138.0,58.14,99.79,7692.0,6.79,Active,5.0
4582.0,69.7,99.22,4772.0,6.79,Sedentary,2.0
4939.0,77.3,96.28,4838.0,5.64,Sedentary,7.0
3892.0,60.02,98.84,3069.0,3.5,Sedentary,1.0
3026.0,54.8,100.0,1656.0,4.4,Sedentary,7.0
3306.0,68.39,99.13,1681.0,6.39,Active,9.0
4744.0,55.0,97.26,3425.0,5.1,Active,3.0
1901.0,85.08,97.55,8016.0,6.02,Active,3.0
1689.0,40.0,97.25,2878.0,5.32,Highly Active,5.0
3039.0,40.0,97.12,2762.0,5.32,Highly Active,9.0
1009.0,96.2,95.58,3874.0,4.7,Sedentary,3.0
1260.0,71.67,98.22,32867.0,5.79,Highly Active,4.0
2942.0,77.76,94.88,670.0,6.1,Highly Active,8.0
2673.0,73.07,99.56,2443.0,6.54,Highly Active,6.0
3219.0,65.59,97.34,2417.0,3.76,Sedentary,6.0
3945.0,91.43,100.0,25684.0,6.58,Highly Active,7.0
3060.0,91.43,96.01,3660.0,4.83,Highly Active,7.0
2191.0,62.57,97.73,5859.0,4.45,Highly Active,6.0
4713.0,84.85,98.22,1546.0,8.35,Highly Active,9.0
2619.0,46.04,95.69,90.0,7.59,Highly Active,3.0
1320.0,70.72,98.98,2901.0,6.5,Active,10.0
2342.0,67.22,95.7,7133.0,6.17,Sedentary,6.0
2636.0,70.44,98.86,8233.0,5.63,Sedentary,2.0
3376.0,67.67,100.0,9813.0,8.73,Sedentary,9.0
3832.0,80.63,99.19,13796.0,6.7,Active,9.0
3824.0,91.5,97.11,860.0,5.15,Active,4.0
2994.0,81.89,100.0,605.0,5.01,Sedentary,9.0
3958.0,69.95,100.0,10848.0,6.97,Active,9.0
2943.0,84.47,98.5,4006.0,5.98,Sedentary,8.0
4621.0,207.43,96.69,20578.0,8.05,Active,3.0
3038.0,80.41,98.15,20113.0,6.61,Sedentary,5.0
4490.0,90.73,95.57,1069.0,4.7,Active,4.0
4677.0,40.0,100.0,8226.0,9.29,Sedentary,6.0
2118.0,75.4,98.61,486.0,4.97,Active,3.0
4888.0,79.62,96.95,3616.0,4.67,Sedentary,3.0
2604.0,52.78,99.04,12903.0,6.37,Sedentary,1.0
3365.0,78.31,97.01,4326.0,7.2,Active,10.0
1235.0,88.72,97.61,239.0,5.15,Active,3.0
2969.0,71.64,98.0,1924.0,5.15,Active,5.0
1333.0,84.85,100.0,632.0,5.76,Active,4.0
2908.0,90.34,95.75,3673.0,10.17,Active,4.0
1375.0,95.14,99.55,8351.0,7.0,Highly Active,10.0
4530.0,92.43,96.59,7559.0,4.87,Highly Active,10.0
2160.0,95.48,100.0,8884.0,5.44,Active,7.0
3635.0,67.51,96.17,3389.0,7.24,Highly Active,7.0
2570.0,69.15,96.21,2158.0,5.28,Active,10.0
3560.0,40.0,99.54,410.0,6.39,Active,5.0
2319.0,59.02,98.0,19880.0,9.45,Highly Active,6.0
4391.0,93.28,99.63,881.0,7.46,Highly Active,1.0
3965.0,65.93,100.0,1374.0,7.39,Sedentary,6.0
4643.0,80.96,98.38,177.0,9.48,Sedentary,1.0
2855.0,78.61,100.0,2671.0,5.36,Highly Active,10.0
2372.0,93.61,94.11,11959.0,6.48,Sedentary,9.0
4911.0,44.69,94.11,2827.0,6.05,Sedentary,6.0
4850.0,80.29,97.61,7676.0,5.56,Sedentary,8.0
1872.0,80.05,100.0,23577.0,6.12,Sedentary,2.0
2252.0,62.13,93.65,15614.0,5.82,Sedentary,6.0
3317.0,89.4,96.54,1389.0,5.51,Highly Active,8.0
2851.0,54.01,95.37,3115.0,6.06,Active,4.0
3845.0,90.97,98.43,9736.0,5.52,Highly Active,5.0
2314.0,42.66,98.51,26609.0,6.99,Highly Active,5.0
1724.0,61.43,98.08,8810.0,5.07,Active,5.0
4236.0,72.9,99.61,2034.0,8.03,Active,2.0
3052.0,78.26,100.0,998.0,7.59,Active,7.0
3898.0,46.98,98.73,4785.0,7.17,Active,10.0
4450.0,90.64,95.34,1501.0,5.81,Highly Active,5.0
1077.0,86.3,96.89,1808.0,6.57,Highly Active,1.0
4481.0,103.55,99.37,7044.0,6.31,Sedentary,3.0
3621.0,103.55,98.5,5063.0,6.54,Sedentary,9.0
1131.0,63.95,96.71,900.0,4.49,Highly Active,10.0
1600.0,58.93,100.0,1168.0,6.66,Sedentary,6.0
2772.0,68.69,99.18,137.0,6.99,Highly Active,1.0
2065.0,107.71,100.0,1736.0,8.67,Active,8.0
3136.0,75.71,98.76,15282.0,4.99,Active,9.0
3449.0,76.35,96.57,11026.0,4.72,Highly Active,6.0
3343.0,95.69,100.0,3750.0,7.98,Highly Active,5.0
2863.0,57.53,99.37,9482.0,4.23,Active,6.0
2318.0,83.08,99.07,3658.0,8.68,Active,5.0
1615.0,82.75,99.81,10995.0,8.27,Sedentary,2.0
4597.0,89.36,97.48,1406.0,7.37,Active,8.0
3847.0,87.78,99.14,1158.0,4.22,Highly Active,2.0
4762.0,74.12,97.79,568.0,6.26,Active,4.0
4708.0,54.25,96.53,1938.0,6.5,Active,7.0
3469.0,66.53,95.31,1107.0,6.93,Highly Active,5.0
2888.0,87.63,93.97,11219.0,7.33,Active,7.0
2046.0,102.82,98.77,1921.0,5.38,Sedentary,7.0
1574.0,56.66,96.52,5083.0,8.09,Active,4.0
3190.0,55.67,97.0,9880.0,7.28,Active,10.0
1992.0,51.39,96.46,7912.0,7.27,Highly Active,9.0
3712.0,63.49,94.95,1602.0,6.16,Highly Active,9.0
3192.0,89.21,100.0,561.0,7.08,Sedentary,10.0
2248.0,94.74,100.0,16994.0,3.29,Sedentary,7.0
4054.0,43.82,94.41,6810.0,7.1,Active,10.0
1502.0,56.92,98.77,8583.0,8.99,Sedentary,2.0
2997.0,54.12,95.63,8583.0,6.5,Active,1.0
3665.0,61.98,99.62,1936.0,7.5,Sedentary,5.0
4687.0,61.98,100.0,5294.0,7.66,Active,3.0
3151.0,69.04,99.56,568.0,8.31,Sedentary,7.0
4110.0,82.71,96.16,11265.0,6.2,Sedentary,2.0
2970.0,46.1,96.59,7439.0,7.98,Active,9.0
1197.0,67.19,97.13,10038.0,6.5,Sedentary,7.0
2669.0,95.5,99.39,5896.0,6.6,Sedentary,10.0
3626.0,96.07,97.56,6038.0,8.53,Active,3.0
3438.0,99.97,99.38,6421.0,5.47,Sedentary,9.0
2202.0,80.9,98.02,10732.0,5.53,Highly Active,3.0
3601.0,65.17,97.87,1788.0,2.96,Sedentary,7.0
2471.0,77.62,98.24,8010.0,5.11,Active,9.0
4571.0,112.92,97.93,5632.0,5.84,Highly Active,5.0
4086.0,67.04,94.88,4784.0,6.42,Highly Active,2.0
2646.0,102.49,96.1,5450.0,7.17,Highly Active,4.0
2692.0,40.0,100.0,2224.0,7.82,Highly Active,3.0
2312.0,83.58,98.95,264.0,4.51,Active,1.0
3035.0,84.71,100.0,9965.0,6.66,Highly Active,4.0
1477.0,80.6,96.23,17353.0,5.03,Active,1.0
2254.0,81.59,97.99,4588.0,4.5,Highly Active,1.0
1922.0,82.85,97.61,12737.0,6.99,Sedentary,4.0
1419.0,83.55,95.91,5672.0,6.65,Active,7.0
3204.0,70.04,94.64,18645.0,7.24,Highly Active,5.0
3597.0,70.93,96.02,4971.0,7.37,Highly Active,8.0
4512.0,54.59,100.0,1605.0,5.78,Active,7.0
2120.0,85.99,97.04,14288.0,8.14,Active,7.0
4068.0,94.53,97.37,11276.0,5.12,Highly Active,2.0
4044.0,101.17,97.98,3553.0,4.92,Highly Active,4.0
4482.0,62.68,98.33,12912.0,7.1,Active,7.0
1950.0,49.14,97.4,64.0,6.82,Active,3.0
3336.0,80.64,97.22,11257.0,5.29,Highly Active,3.0
2277.0,57.67,98.8,8154.0,5.25,Highly Active,2.0
3243.0,83.58,100.0,3343.0,7.07,Active,7.0
3645.0,41.92,96.77,10978.0,6.88,Active,3.0
2857.0,91.31,94.94,948.0,4.94,Active,2.0
4593.0,77.3,96.75,1591.0,5.54,Highly Active,6.0
1516.0,46.18,97.8,5339.0,5.13,Active,6.0
2658.0,79.56,94.32,14902.0,3.32,Highly Active,3.0
2865.0,76.42,98.2,976.0,3.32,Sedentary,7.0
2141.0,87.03,95.93,976.0,8.24,Sedentary,7.0
3853.0,40.0,97.41,9520.0,6.04,Active,2.0
2932.0,67.93,99.35,6921.0,5.04,Active,3.0
4230.0,73.66,97.94,19802.0,5.19,Active,2.0
1814.0,70.57,98.31,4606.0,5.19,Sedentary,8.0
3275.0,69.73,97.79,14856.0,5.72,Active,6.0
2900.0,90.82,98.18,6765.0,4.18,Highly Active,5.0
3263.0,49.03,100.0,9362.0,5.92,Sedentary,10.0
3995.0,70.63,99.15,4376.0,5.64,Active,2.0
4767.0,71.82,93.93,1284.0,7.81,Active,2.0
3062.0,73.36,98.33,809.0,7.31,Highly Active,6.0
4228.0,60.34,100.0,8027.0,5.93,Highly Active,5.0
4719.0,107.13,100.0,8027.0,7.21,Sedentary,2.0
4332.0,89.68,94.39,5867.0,4.86,Sedentary,1.0
4228.0,108.17,95.96,9594.0,4.61,Sedentary,3.0
3094.0,84.6,97.8,10808.0,6.36,Highly Active,9.0
3371.0,86.43,96.41,4989.0,6.65,Sedentary,8.0
3891.0,74.93,100.0,2643.0,6.29,Active,10.0
4756.0,98.45,100.0,10469.0,8.53,Sedentary,6.0
1129.0,83.48,97.91,3757.0,7.53,Highly Active,4.0
4482.0,72.14,97.99,19322.0,8.05,Active,4.0
1094.0,102.7,100.0,12184.0,8.05,Sedentary,2.0
3674.0,102.7,97.82,9618.0,7.0,Sedentary,7.0
3802.0,64.02,100.0,1933.0,4.93,Sedentary,5.0
2955.0,117.16,97.49,3154.0,5.4,Sedentary,9.0
4363.0,85.06,97.76,13232.0,7.0,Highly Active,4.0
1793.0,40.0,97.26,164.0,5.17,Highly Active,3.0
2834.0,90.28,94.52,10646.0,5.31,Sedentary,10.0
4354.0,59.65,100.0,3624.0,7.15,Active,9.0
3116.0,66.39,99.44,11243.0,5.35,Highly Active,9.0
2683.0,113.26,97.97,5627.0,7.94,Sedentary,7.0
1010.0,99.83,97.07,5238.0,6.18,Highly Active,2.0
4325.0,104.97,95.54,8465.0,6.24,Highly Active,9.0
2865.0,65.89,96.91,11491.0,6.88,Active,5.0
3919.0,70.63,97.93,8277.0,6.3,Active,6.0
3597.0,78.28,98.63,4194.0,6.92,Active,9.0
4205.0,88.03,98.93,2708.0,5.12,Highly Active,7.0
1711.0,69.87,96.18,13079.0,2.42,Active,9.0
3070.0,103.18,96.26,5149.0,4.38,Sedentary,3.0
1814.0,82.37,97.85,10710.0,5.82,Active,9.0
1345.0,82.37,97.32,38172.0,7.24,Sedentary,7.0
3349.0,63.3,99.35,7228.0,9.74,Sedentary,6.0
1362.0,68.72,95.19,2283.0,5.61,Sedentary,7.0
3443.0,78.69,99.15,14046.0,5.52,Active,4.0
3265.0,78.69,98.12,2238.0,7.01,Highly Active,10.0
3188.0,90.72,96.76,2112.0,6.83,Active,8.0
4687.0,91.01,98.64,538.0,6.88,Sedentary,8.0
4005.0,71.41,99.18,573.0,6.12,Sedentary,4.0
4281.0,84.87,94.19,13880.0,3.53,Highly Active,8.0
1984.0,105.63,100.0,1836.0,6.8,Sedentary,2.0
4040.0,90.67,97.91,805.0,6.43,Highly Active,1.0
4694.0,84.78,98.92,3043.0,4.12,Highly Active,9.0
2639.0,94.43,98.87,8751.0,7.37,Highly Active,8.0
1827.0,100.21,98.33,2905.0,7.59,Highly Active,8.0
3730.0,97.77,96.96,2590.0,7.34,Sedentary,7.0
4531.0,73.92,98.18,4687.0,5.89,Highly Active,4.0
4249.0,88.53,98.01,150.0,6.83,Active,7.0
4055.0,74.18,100.0,32250.0,4.42,Sedentary,4.0
2347.0,82.19,97.39,11243.0,6.35,Active,4.0
4204.0,53.27,96.16,512.0,4.25,Sedentary,5.0
3935.0,80.53,98.09,7446.0,6.3,Sedentary,5.0
4876.0,64.63,96.53,4328.0,6.42,Highly Active,10.0
2863.0,57.21,95.78,12251.0,5.27,Highly Active,9.0
1126.0,86.92,96.52,726.0,9.41,Highly Active,10.0
4177.0,71.09,95.21,1854.0,5.6,Sedentary,10.0
4056.0,78.3,95.43,10963.0,6.82,Sedentary,4.0
1603.0,71.45,100.0,13243.0,6.21,Active,8.0
4870.0,65.75,100.0,5275.0,7.91,Highly Active,10.0
4449.0,76.76,97.93,139.0,6.0,Highly Active,9.0
2928.0,54.57,95.83,15691.0,4.6,Highly Active,5.0
2013.0,73.56,94.25,3378.0,7.12,Highly Active,6.0
1050.0,104.71,97.44,283.0,6.5,Active,9.0
4100.0,57.01,99.3,11958.0,5.23,Highly Active,1.0
4533.0,96.39,97.76,3790.0,5.73,Sedentary,6.0
4367.0,106.3,99.88,1475.0,5.79,Active,8.0
4368.0,63.22,97.14,11322.0,5.98,Sedentary,2.0
4797.0,79.91,97.42,4284.0,5.86,Highly Active,1.0
3826.0,55.5,99.08,6552.0,6.69,Sedentary,4.0
2430.0,53.26,95.32,12126.0,5.48,Active,3.0
2792.0,77.51,98.4,5173.0,7.15,Active,2.0
3861.0,81.14,98.31,820.0,7.15,Highly Active,8.0
2636.0,66.5,97.54,23224.0,4.6,Active,6.0
4417.0,63.24,99.38,36109.0,5.88,Highly Active,10.0
2645.0,88.37,94.83,42.0,7.96,Sedentary,9.0
3467.0,88.47,97.24,4629.0,6.46,Sedentary,4.0
2205.0,84.64,96.61,8544.0,5.81,Active,10.0
4030.0,69.22,97.77,16574.0,6.44,Sedentary,6.0
3872.0,58.87,96.02,10610.0,4.69,Active,8.0
4072.0,94.69,95.89,2066.0,3.94,Sedentary,9.0
2854.0,99.62,97.66,1952.0,5.02,Sedentary,7.0
1566.0,67.13,98.16,3087.0,4.93,Sedentary,7.0
3418.0,72.62,96.35,820.0,6.5,Sedentary,1.0
1935.0,72.62,96.12,7752.0,9.38,Highly Active,2.0
2934.0,83.01,94.83,19842.0,9.37,Active,10.0
3708.0,106.14,98.64,7193.0,4.68,Active,5.0
4502.0,89.15,97.21,5336.0,9.13,Active,7.0
4016.0,108.18,96.81,4899.0,5.43,Active,9.0
2332.0,69.14,99.67,6286.0,8.97,Sedentary,10.0
4208.0,55.39,92.89,8680.0,7.16,Highly Active,7.0
1201.0,97.56,99.05,11093.0,5.01,Highly Active,9.0
4507.0,77.58,100.0,8389.0,8.98,Highly Active,1.0
3360.0,61.6,93.82,8546.0,8.92,Highly Active,10.0
1116.0,103.08,94.09,21217.0,4.91,Highly Active,10.0
4737.0,215.19,95.1,16072.0,6.99,Active,6.0
1216.0,58.2,95.59,12158.0,3.59,Highly Active,8.0
4874.0,84.02,100.0,310.0,5.91,Active,2.0
1574.0,55.47,97.46,7737.0,5.92,Highly Active,9.0
3291.0,90.34,100.0,4249.0,5.89,Active,2.0
1536.0,57.72,97.25,6729.0,8.92,Active,1.0
4740.0,78.77,97.41,8115.0,4.5,Highly Active,6.0
3122.0,79.75,100.0,8778.0,6.16,Active,5.0
4877.0,78.97,92.89,14251.0,7.63,Highly Active,4.0
1385.0,55.68,98.22,16855.0,4.53,Highly Active,2.0
4974.0,72.08,99.09,6535.0,5.17,Sedentary,6.0
4281.0,95.6,100.0,15721.0,8.17,Sedentary,2.0
1474.0,71.97,99.79,10126.0,8.52,Sedentary,5.0
1417.0,71.97,99.79,1586.0,5.85,Sedentary,9.0
3394.0,68.32,100.0,252.0,7.79,Highly Active,1.0
4600.0,56.13,100.0,70.0,8.84,Sedentary,7.0
3687.0,42.27,99.3,6184.0,5.89,Highly Active,2.0
1938.0,72.35,95.98,5161.0,7.69,Active,3.0
1954.0,76.5,98.3,8344.0,5.87,Sedentary,1.0
1875.0,85.48,99.64,12953.0,4.47,Active,8.0
1762.0,82.01,97.44,1258.0,6.51,Highly Active,10.0
2202.0,84.22,99.4,13587.0,6.13,Highly Active,3.0
1663.0,84.22,96.86,15034.0,5.99,Highly Active,9.0
1024.0,62.38,98.3,13303.0,6.16,Highly Active,5.0
2990.0,70.24,95.26,8357.0,6.92,Active,6.0
2203.0,70.24,98.51,2497.0,8.06,Active,8.0
1709.0,69.15,96.57,686.0,8.06,Sedentary,8.0
4572.0,73.35,99.16,10538.0,6.37,Highly Active,6.0
2879.0,81.06,95.73,1720.0,5.68,Sedentary,7.0
2184.0,92.51,100.0,4070.0,8.51,Sedentary,1.0
3224.0,77.13,95.95,5298.0,6.35,Active,10.0
1284.0,61.74,95.95,8096.0,5.6,Active,4.0
1062.0,68.85,97.7,4678.0,6.76,Highly Active,6.0
2002.0,83.1,99.04,8301.0,3.76,Sedentary,8.0
1661.0,70.57,99.46,11776.0,5.8,Active,7.0
3713.0,67.99,97.6,8739.0,5.69,Active,10.0
3203.0,61.02,97.67,2492.0,5.32,Highly Active,6.0
4953.0,92.9,97.62,15729.0,7.07,Sedentary,5.0
2492.0,73.18,94.08,5598.0,8.12,Active,5.0
4120.0,73.27,99.67,4383.0,9.04,Highly Active,5.0
1966.0,85.2,98.08,5990.0,5.76,Active,5.0
